#TYPE System.Management.Automation.PSCustomObject
"Odds";"wallet";"Bet_base";"Bet_moonBase";"Bet_current";"Payout_base";"Payout_moonBase";"Payout_current";"Counter_now_win";"Counter_now_loss";"Counter_now_red";"Counter_now_green";"Counter_now_noyellow";"Counter_all_win";"Counter_all_loss";"Counter_all_red";"Counter_all_green";"Counter_all_yellow";"moonBetting";"placebet"
"1,92";"9953,0973";"9,953";"99,531";"237,6057";"3";"10";"3";"0";"4";"2";"0";"15";"3";"6";"7";"8";"0";"False";"True"
"11,81";"10665,9144";"10,666";"106,659";"10,666";"3";"10";"3";"1";"0";"0";"1";"0";"4";"6";"7";"9";"1";"False";"False"
"13,71";"10665,9144";"10,666";"106,659";"10,666";"3";"10";"3";"0";"0";"0";"2";"0";"4";"6";"7";"10";"2";"False";"False"
"1,05";"10665,9144";"10,666";"106,659";"10,666";"3";"10";"3";"0";"0";"1";"0";"1";"4";"6";"8";"10";"2";"False";"True"
"1,27";"10655,2484";"10,655";"106,552";"23,4652";"3";"10";"3";"0";"1";"2";"0";"2";"4";"7";"9";"10";"2";"False";"True"
"1,77";"10631,7832";"10,632";"106,318";"51,6234";"3";"10";"3";"0";"2";"3";"0";"3";"4";"8";"10";"10";"2";"False";"True"
"2,82";"10580,1598";"10,58";"105,802";"113,5715";"3";"10";"3";"0";"3";"0";"1";"4";"4";"9";"10";"11";"2";"False";"True"
"2,78";"10466,5883";"10,467";"104,666";"249,8573";"3";"10";"3";"0";"4";"0";"2";"5";"4";"10";"10";"12";"2";"False";"True"
"1,86";"10216,731";"10,217";"102,167";"549,6861";"3";"10";"3";"0";"5";"1";"0";"6";"4";"11";"11";"12";"2";"False";"True"
"1,24";"9667,044899999999";"9,667";"96,67";"1209,3094";"3";"10";"3";"0";"6";"2";"0";"7";"4";"12";"12";"12";"2";"False";"True"
"1,58";"8457,735499999999";"8,458";"84,577";"2000";"3";"10";"3";"0";"7";"3";"0";"8";"4";"13";"13";"12";"2";"False";"True"
"1,97";"6457,735499999999";"6,458";"64,577";"6,458";"3";"10";"3";"0";"8";"4";"0";"9";"4";"14";"14";"12";"2";"False";"False"
"1,99";"6457,735499999999";"6,458";"64,577";"6,458";"3";"10";"3";"0";"0";"5";"0";"10";"4";"14";"15";"12";"2";"False";"False"
"7,9";"6457,735499999999";"6,458";"64,577";"6,458";"3";"10";"3";"0";"0";"0";"1";"11";"4";"14";"15";"13";"2";"False";"False"
"1,1";"6457,735499999999";"6,458";"64,577";"6,458";"3";"10";"3";"0";"0";"1";"0";"12";"4";"14";"16";"13";"2";"False";"True"
"114,21";"6477,109499999999";"6,477";"64,771";"6,477";"3";"10";"3";"1";"0";"0";"1";"0";"5";"14";"16";"14";"3";"False";"False"
"7,16";"6477,109499999999";"6,477";"64,771";"6,477";"3";"10";"3";"0";"0";"0";"2";"1";"5";"14";"16";"15";"3";"False";"False"
"1,24";"6477,109499999999";"6,477";"64,771";"6,477";"3";"10";"3";"0";"0";"1";"0";"2";"5";"14";"17";"15";"3";"False";"True"
"1,31";"6470,632499999999";"6,471";"64,706";"14,2494";"3";"10";"3";"0";"1";"2";"0";"3";"5";"15";"18";"15";"3";"False";"True"
"9,04";"6513,380699999999";"6,513";"65,134";"6,513";"3";"10";"3";"1";"0";"0";"1";"4";"6";"15";"18";"16";"3";"False";"False"
"3,24";"6513,380699999999";"6,513";"65,134";"6,513";"3";"10";"3";"0";"0";"0";"2";"5";"6";"15";"18";"17";"3";"False";"False"
"1,4";"6513,380699999999";"6,513";"65,134";"6,513";"3";"10";"3";"0";"0";"1";"0";"6";"6";"15";"19";"17";"3";"False";"True"
"5,56";"6532,919699999999";"6,533";"65,329";"6,533";"3";"10";"3";"1";"0";"0";"1";"7";"7";"15";"19";"18";"3";"False";"False"
"3,78";"6532,919699999999";"6,533";"65,329";"6,533";"3";"10";"3";"0";"0";"0";"2";"8";"7";"15";"19";"19";"3";"False";"False"
"1";"6532,919699999999";"6,533";"65,329";"6,533";"3";"10";"3";"0";"0";"1";"0";"9";"7";"15";"20";"19";"3";"False";"True"
"1,66";"6526,386699999998";"6,526";"65,264";"14,3726";"3";"10";"3";"0";"1";"2";"0";"10";"7";"16";"21";"19";"3";"False";"True"
"1,41";"6512,0140999999985";"6,512";"65,12";"31,6197";"3";"10";"3";"0";"2";"3";"0";"11";"7";"17";"22";"19";"3";"False";"True"
"1,03";"6480,394399999998";"6,48";"64,804";"69,5633";"3";"10";"3";"0";"3";"4";"0";"12";"7";"18";"23";"19";"3";"False";"True"
"3,57";"6689,084299999999";"6,689";"66,891";"6,689";"3";"10";"3";"1";"0";"0";"1";"13";"8";"18";"23";"20";"3";"False";"False"
"2,08";"6689,084299999999";"6,689";"66,891";"6,689";"3";"10";"3";"0";"0";"0";"2";"14";"8";"18";"23";"21";"3";"False";"False"
"7,53";"6689,084299999999";"6,689";"66,891";"6,689";"3";"10";"3";"0";"0";"0";"3";"15";"8";"18";"23";"22";"3";"False";"False"
"1,18";"6689,084299999999";"6,689";"66,891";"6,689";"3";"10";"3";"0";"0";"1";"0";"16";"8";"18";"24";"22";"3";"False";"True"
"1,01";"6682,395299999998";"6,682";"66,824";"14,7158";"3";"10";"3";"0";"1";"2";"0";"17";"8";"19";"25";"22";"3";"False";"True"
"1,17";"6667,679499999998";"6,668";"66,677";"32,3748";"3";"10";"3";"0";"2";"3";"0";"18";"8";"20";"26";"22";"3";"False";"True"
"2,33";"6635,304699999999";"6,635";"66,353";"71,2246";"3";"10";"3";"0";"3";"0";"1";"19";"8";"21";"26";"23";"3";"False";"True"
"1,78";"6564,080099999999";"6,564";"65,641";"156,6941";"3";"10";"3";"0";"4";"1";"0";"20";"8";"22";"27";"23";"3";"False";"True"
"1,69";"6407,3859999999995";"6,407";"64,074";"344,727";"3";"10";"3";"0";"5";"2";"0";"21";"8";"23";"28";"23";"3";"False";"True"
"2,58";"6062,659";"6,063";"60,627";"758,3994";"3";"10";"3";"0";"6";"0";"1";"22";"8";"24";"28";"24";"3";"False";"True"
"28,12";"8337,857199999999";"8,338";"83,379";"8,338";"3";"10";"3";"1";"0";"0";"2";"0";"9";"24";"28";"25";"4";"False";"False"
"2,81";"8337,857199999999";"8,338";"83,379";"8,338";"3";"10";"3";"0";"0";"0";"3";"1";"9";"24";"28";"26";"4";"False";"False"
"1,16";"8337,857199999999";"8,338";"83,379";"8,338";"3";"10";"3";"0";"0";"1";"0";"2";"9";"24";"29";"26";"4";"False";"True"
"12,11";"8362,871199999998";"8,363";"83,629";"8,363";"3";"10";"3";"1";"0";"0";"1";"0";"10";"24";"29";"27";"5";"False";"False"
"6,55";"8362,871199999998";"8,363";"83,629";"8,363";"3";"10";"3";"0";"0";"0";"2";"1";"10";"24";"29";"28";"5";"False";"False"
"1,91";"8362,871199999998";"8,363";"83,629";"8,363";"3";"10";"3";"0";"0";"1";"0";"2";"10";"24";"30";"28";"5";"False";"True"
"1,36";"8354,508199999998";"8,355";"83,545";"18,3986";"3";"10";"3";"0";"1";"2";"0";"3";"10";"25";"31";"28";"5";"False";"True"
"1,12";"8336,109599999998";"8,336";"83,361";"40,4769";"3";"10";"3";"0";"2";"3";"0";"4";"10";"26";"32";"28";"5";"False";"True"
"17,34";"8457,540299999999";"8,458";"84,575";"8,458";"3";"10";"3";"1";"0";"0";"1";"0";"11";"26";"32";"29";"6";"False";"False"
"2,19";"8457,540299999999";"8,458";"84,575";"8,458";"3";"10";"3";"0";"0";"0";"2";"1";"11";"26";"32";"30";"6";"False";"False"
"1,7";"8457,540299999999";"8,458";"84,575";"8,458";"3";"10";"3";"0";"0";"1";"0";"2";"11";"26";"33";"30";"6";"False";"True"
"2,47";"8449,082299999998";"8,449";"84,491";"18,6076";"3";"10";"3";"0";"1";"0";"1";"3";"11";"27";"33";"31";"6";"False";"True"
"2,96";"8430,474699999999";"8,43";"84,305";"40,9367";"3";"10";"3";"0";"2";"0";"2";"4";"11";"28";"33";"32";"6";"False";"True"
"22,79";"8553,2848";"8,553";"85,533";"8,553";"3";"10";"3";"1";"0";"0";"3";"0";"12";"28";"33";"33";"7";"False";"False"
"7,98";"8553,2848";"8,553";"85,533";"8,553";"3";"10";"3";"0";"0";"0";"4";"1";"12";"28";"33";"34";"7";"False";"False"
"11,34";"8553,2848";"8,553";"85,533";"8,553";"3";"10";"3";"0";"0";"0";"5";"0";"12";"28";"33";"35";"8";"False";"False"
"1,02";"8553,2848";"8,553";"85,533";"8,553";"3";"10";"3";"0";"0";"1";"0";"1";"12";"28";"34";"35";"8";"False";"True"
"1";"8544,7318";"8,545";"85,447";"18,8166";"3";"10";"3";"0";"1";"2";"0";"2";"12";"29";"35";"35";"8";"False";"True"
"1,09";"8525,9152";"8,526";"85,259";"41,3965";"3";"10";"3";"0";"2";"3";"0";"3";"12";"30";"36";"35";"8";"False";"True"
"1,83";"8484,518699999999";"8,485";"84,845";"91,0723";"3";"10";"3";"0";"3";"4";"0";"4";"12";"31";"37";"35";"8";"False";"True"
"2,25";"8393,446399999999";"8,393";"83,934";"200,3591";"3";"10";"3";"0";"4";"0";"1";"5";"12";"32";"37";"36";"8";"False";"True"
"17,58";"8994,5237";"8,995";"89,945";"8,995";"3";"10";"3";"1";"0";"0";"2";"0";"13";"32";"37";"37";"9";"False";"False"
"1,28";"8994,5237";"8,995";"89,945";"8,995";"3";"10";"3";"0";"0";"1";"0";"1";"13";"32";"38";"37";"9";"False";"True"
"43,55";"9021,5087";"9,022";"90,215";"9,022";"3";"10";"3";"1";"0";"0";"1";"0";"14";"32";"38";"38";"10";"False";"False"
"1,22";"9021,5087";"9,022";"90,215";"9,022";"3";"10";"3";"0";"0";"1";"0";"1";"14";"32";"39";"38";"10";"False";"True"
"1,42";"9012,4867";"9,012";"90,125";"19,8484";"3";"10";"3";"0";"1";"2";"0";"2";"14";"33";"40";"38";"10";"False";"True"
"1,4";"8992,638299999999";"8,993";"89,926";"43,6665";"3";"10";"3";"0";"2";"3";"0";"3";"14";"34";"41";"38";"10";"False";"True"
"1,63";"8948,9718";"8,949";"89,49";"96,0663";"3";"10";"3";"0";"3";"4";"0";"4";"14";"35";"42";"38";"10";"False";"True"
"2,58";"8852,905499999999";"8,853";"88,529";"211,3459";"3";"10";"3";"0";"4";"0";"1";"5";"14";"36";"42";"39";"10";"False";"True"
"1,32";"8641,559599999999";"8,642";"86,416";"464,961";"3";"10";"3";"0";"5";"1";"0";"6";"14";"37";"43";"39";"10";"False";"True"
"31,36";"10036,442599999998";"10,036";"100,364";"10,036";"3";"10";"3";"1";"0";"0";"1";"0";"15";"37";"43";"40";"11";"False";"False"
"1,8";"10036,442599999998";"10,036";"100,364";"10,036";"3";"10";"3";"0";"0";"1";"0";"1";"15";"37";"44";"40";"11";"False";"True"
"1,07";"10026,406599999998";"10,026";"100,264";"22,0792";"3";"10";"3";"0";"1";"2";"0";"2";"15";"38";"45";"40";"11";"False";"True"
"3,02";"10092,644199999999";"10,093";"100,926";"10,093";"3";"10";"3";"1";"0";"0";"1";"3";"16";"38";"45";"41";"11";"False";"False"
"2,23";"10092,644199999999";"10,093";"100,926";"10,093";"3";"10";"3";"0";"0";"0";"2";"4";"16";"38";"45";"42";"11";"False";"False"
"9,39";"10092,644199999999";"10,093";"100,926";"10,093";"3";"10";"3";"0";"0";"0";"3";"5";"16";"38";"45";"43";"11";"False";"False"
"1,54";"10092,644199999999";"10,093";"100,926";"10,093";"3";"10";"3";"0";"0";"1";"0";"6";"16";"38";"46";"43";"11";"False";"True"
"1,24";"10082,551199999998";"10,083";"100,826";"22,2046";"3";"10";"3";"0";"1";"2";"0";"7";"16";"39";"47";"43";"11";"False";"True"
"3,13";"10149,164999999997";"10,149";"101,492";"10,149";"3";"10";"3";"1";"0";"0";"1";"8";"17";"39";"47";"44";"11";"False";"False"
"4,1";"10149,164999999997";"10,149";"101,492";"10,149";"3";"10";"3";"0";"0";"0";"2";"9";"17";"39";"47";"45";"11";"False";"False"
"1,12";"10149,164999999997";"10,149";"101,492";"10,149";"3";"10";"3";"0";"0";"1";"0";"10";"17";"39";"48";"45";"11";"False";"True"
"1,06";"10139,015999999998";"10,139";"101,39";"22,3278";"3";"10";"3";"0";"1";"2";"0";"11";"17";"40";"49";"45";"11";"False";"True"
"1,56";"10116,688199999999";"10,117";"101,167";"49,1212";"3";"10";"3";"0";"2";"3";"0";"12";"17";"41";"50";"45";"11";"False";"True"
"1,85";"10067,567";"10,068";"100,676";"108,0666";"3";"10";"3";"0";"3";"4";"0";"13";"17";"42";"51";"45";"11";"False";"True"
"1,16";"9959,500399999999";"9,96";"99,595";"237,7465";"3";"10";"3";"0";"4";"5";"0";"14";"17";"43";"52";"45";"11";"False";"True"
"1,92";"9721,7539";"9,722";"97,218";"523,0423";"3";"10";"3";"0";"5";"6";"0";"15";"17";"44";"53";"45";"11";"False";"True"
"1,26";"9198,7116";"9,199";"91,987";"1150,6931";"3";"10";"3";"0";"6";"7";"0";"16";"17";"45";"54";"45";"11";"False";"True"
"8,45";"12650,7909";"12,651";"126,508";"12,651";"3";"10";"3";"1";"0";"0";"1";"17";"18";"45";"54";"46";"11";"False";"False"
"82,88";"12650,7909";"12,651";"126,508";"12,651";"3";"10";"3";"0";"0";"0";"2";"0";"18";"45";"54";"47";"12";"False";"False"
"2,41";"12650,7909";"12,651";"126,508";"12,651";"3";"10";"3";"0";"0";"0";"3";"1";"18";"45";"54";"48";"12";"False";"False"
"3,15";"12650,7909";"12,651";"126,508";"12,651";"3";"10";"3";"0";"0";"0";"4";"2";"18";"45";"54";"49";"12";"False";"False"
"1,87";"12650,7909";"12,651";"126,508";"12,651";"3";"10";"3";"0";"0";"1";"0";"3";"18";"45";"55";"49";"12";"False";"True"
"2,18";"12638,1399";"12,638";"126,381";"27,8322";"3";"10";"3";"0";"1";"0";"1";"4";"18";"46";"55";"50";"12";"False";"True"
"5,05";"12721,6365";"12,722";"127,216";"12,722";"3";"10";"3";"1";"0";"0";"2";"5";"19";"46";"55";"51";"12";"False";"False"
"1,77";"12721,6365";"12,722";"127,216";"12,722";"3";"10";"3";"0";"0";"1";"0";"6";"19";"46";"56";"51";"12";"False";"True"
"2,71";"12708,9145";"12,709";"127,089";"27,9884";"3";"10";"3";"0";"1";"0";"1";"7";"19";"47";"56";"52";"12";"False";"True"
"1,19";"12680,9261";"12,681";"126,809";"61,5745";"3";"10";"3";"0";"2";"1";"0";"8";"19";"48";"57";"52";"12";"False";"True"
"1,45";"12619,3516";"12,619";"126,194";"135,4639";"3";"10";"3";"0";"3";"2";"0";"9";"19";"49";"58";"52";"12";"False";"True"
"1,38";"12483,8877";"12,484";"124,839";"298,0206";"3";"10";"3";"0";"4";"3";"0";"10";"19";"50";"59";"52";"12";"False";"True"
"1,13";"12185,8671";"12,186";"121,859";"655,6453";"3";"10";"3";"0";"5";"4";"0";"11";"19";"51";"60";"52";"12";"False";"True"
"9,99";"14152,803";"14,153";"141,528";"14,153";"3";"10";"3";"1";"0";"0";"1";"12";"20";"51";"60";"53";"12";"False";"False"
"1,08";"14152,803";"14,153";"141,528";"14,153";"3";"10";"3";"0";"0";"1";"0";"13";"20";"51";"61";"53";"12";"False";"True"
"1,82";"14138,65";"14,139";"141,386";"31,1366";"3";"10";"3";"0";"1";"2";"0";"14";"20";"52";"62";"53";"12";"False";"True"
"13,34";"14232,059799999999";"14,232";"142,321";"14,232";"3";"10";"3";"1";"0";"0";"1";"0";"21";"52";"62";"54";"13";"False";"False"
"1,99";"14232,059799999999";"14,232";"142,321";"14,232";"3";"10";"3";"0";"0";"1";"0";"1";"21";"52";"63";"54";"13";"False";"True"
"1,69";"14217,8278";"14,218";"142,178";"31,3104";"3";"10";"3";"0";"1";"2";"0";"2";"21";"53";"64";"54";"13";"False";"True"
"16,97";"14311,759";"14,312";"143,118";"14,312";"3";"10";"3";"1";"0";"0";"1";"0";"22";"53";"64";"55";"14";"False";"False"
"1";"14311,759";"14,312";"143,118";"14,312";"3";"10";"3";"0";"0";"1";"0";"1";"22";"53";"65";"55";"14";"False";"True"
"2,36";"14297,447";"14,297";"142,974";"31,4864";"3";"10";"3";"0";"1";"0";"1";"2";"22";"54";"65";"56";"14";"False";"True"
"1,87";"14265,9606";"14,266";"142,66";"69,2701";"3";"10";"3";"0";"2";"1";"0";"3";"22";"55";"66";"56";"14";"False";"True"
"1,39";"14196,6905";"14,197";"141,967";"152,3942";"3";"10";"3";"0";"3";"2";"0";"4";"22";"56";"67";"56";"14";"False";"True"
"1,07";"14044,2963";"14,044";"140,443";"335,2672";"3";"10";"3";"0";"4";"3";"0";"5";"22";"57";"68";"56";"14";"False";"True"
"2,2";"13709,0291";"13,709";"137,09";"737,5878";"3";"10";"3";"0";"5";"0";"1";"6";"22";"58";"68";"57";"14";"False";"True"
"1,26";"12971,4413";"12,971";"129,714";"1622,6932";"3";"10";"3";"0";"6";"1";"0";"7";"22";"59";"69";"57";"14";"False";"True"
"1,19";"11348,7481";"11,349";"113,487";"2000";"3";"10";"3";"0";"7";"2";"0";"8";"22";"60";"70";"57";"14";"False";"True"
"2,32";"9348,7481";"9,349";"93,487";"9,349";"3";"10";"3";"0";"8";"0";"1";"9";"22";"61";"70";"58";"14";"False";"False"
"4,15";"9348,7481";"9,349";"93,487";"9,349";"3";"10";"3";"0";"0";"0";"2";"10";"22";"61";"70";"59";"14";"False";"False"
"13,18";"9348,7481";"9,349";"93,487";"9,349";"3";"10";"3";"0";"0";"0";"3";"0";"22";"61";"70";"60";"15";"False";"False"
"1,43";"9348,7481";"9,349";"93,487";"9,349";"3";"10";"3";"0";"0";"1";"0";"1";"22";"61";"71";"60";"15";"False";"True"
"1,05";"9339,3991";"9,339";"93,394";"20,5678";"3";"10";"3";"0";"1";"2";"0";"2";"22";"62";"72";"60";"15";"False";"True"
"1,4";"9318,8313";"9,319";"93,188";"45,2492";"3";"10";"3";"0";"2";"3";"0";"3";"22";"63";"73";"60";"15";"False";"True"
"3,8";"9454,5789";"9,455";"94,546";"9,455";"3";"10";"3";"1";"0";"0";"1";"4";"23";"63";"73";"61";"15";"False";"False"
"1,03";"9454,5789";"9,455";"94,546";"9,455";"3";"10";"3";"0";"0";"1";"0";"5";"23";"63";"74";"61";"15";"False";"True"
"3,75";"9482,9439";"9,483";"94,829";"9,483";"3";"10";"3";"1";"0";"0";"1";"6";"24";"63";"74";"62";"15";"False";"False"
"13,5";"9482,9439";"9,483";"94,829";"9,483";"3";"10";"3";"0";"0";"0";"2";"0";"24";"63";"74";"63";"16";"False";"False"
"7,7";"9482,9439";"9,483";"94,829";"9,483";"3";"10";"3";"0";"0";"0";"3";"1";"24";"63";"74";"64";"16";"False";"False"
"1,93";"9482,9439";"9,483";"94,829";"9,483";"3";"10";"3";"0";"0";"1";"0";"2";"24";"63";"75";"64";"16";"False";"True"
"2,11";"9473,4609";"9,473";"94,735";"20,8626";"3";"10";"3";"0";"1";"0";"1";"3";"24";"64";"75";"65";"16";"False";"True"
"4,05";"9536,0487";"9,536";"95,36";"9,536";"3";"10";"3";"1";"0";"0";"2";"4";"25";"64";"75";"66";"16";"False";"False"
"1,07";"9536,0487";"9,536";"95,36";"9,536";"3";"10";"3";"0";"0";"1";"0";"5";"25";"64";"76";"66";"16";"False";"True"
"2,3";"9526,5127";"9,527";"95,265";"20,9792";"3";"10";"3";"0";"1";"0";"1";"6";"25";"65";"76";"67";"16";"False";"True"
"1,01";"9505,5335";"9,506";"95,055";"46,1542";"3";"10";"3";"0";"2";"1";"0";"7";"25";"66";"77";"67";"16";"False";"True"
"1,14";"9459,379299999999";"9,459";"94,594";"101,5392";"3";"10";"3";"0";"3";"2";"0";"8";"25";"67";"78";"67";"16";"False";"True"
"1,95";"9357,8401";"9,358";"93,578";"223,3862";"3";"10";"3";"0";"4";"3";"0";"9";"25";"68";"79";"67";"16";"False";"True"
"1,27";"9134,453899999999";"9,134";"91,345";"491,4496";"3";"10";"3";"0";"5";"4";"0";"10";"25";"69";"80";"67";"16";"False";"True"
"4,96";"10608,802699999998";"10,609";"106,088";"10,609";"3";"10";"3";"1";"0";"0";"1";"11";"26";"69";"80";"68";"16";"False";"False"
"2,56";"10608,802699999998";"10,609";"106,088";"10,609";"3";"10";"3";"0";"0";"0";"2";"12";"26";"69";"80";"69";"16";"False";"False"
"1,72";"10608,802699999998";"10,609";"106,088";"10,609";"3";"10";"3";"0";"0";"1";"0";"13";"26";"69";"81";"69";"16";"False";"True"
"6,61";"10640,629699999998";"10,641";"106,406";"10,641";"3";"10";"3";"1";"0";"0";"1";"14";"27";"69";"81";"70";"16";"False";"False"
"2,19";"10640,629699999998";"10,641";"106,406";"10,641";"3";"10";"3";"0";"0";"0";"2";"15";"27";"69";"81";"71";"16";"False";"False"
"1,56";"10640,629699999998";"10,641";"106,406";"10,641";"3";"10";"3";"0";"0";"1";"0";"16";"27";"69";"82";"71";"16";"False";"True"
"1,59";"10629,988699999998";"10,63";"106,3";"23,4102";"3";"10";"3";"0";"1";"2";"0";"17";"27";"70";"83";"71";"16";"False";"True"
"11,01";"10700,219299999999";"10,7";"107,002";"10,7";"3";"10";"3";"1";"0";"0";"1";"0";"28";"70";"83";"72";"17";"False";"False"
"1,48";"10700,219299999999";"10,7";"107,002";"10,7";"3";"10";"3";"0";"0";"1";"0";"1";"28";"70";"84";"72";"17";"False";"True"
"1,02";"10689,519299999998";"10,69";"106,895";"23,54";"3";"10";"3";"0";"1";"2";"0";"2";"28";"71";"85";"72";"17";"False";"True"
"1,11";"10665,979299999997";"10,666";"106,66";"51,788";"3";"10";"3";"0";"2";"3";"0";"3";"28";"72";"86";"72";"17";"False";"True"
"1";"10614,191299999997";"10,614";"106,142";"113,9336";"3";"10";"3";"0";"3";"4";"0";"4";"28";"73";"87";"72";"17";"False";"True"
"1,25";"10500,257699999996";"10,5";"105,003";"250,6539";"3";"10";"3";"0";"4";"5";"0";"5";"28";"74";"88";"72";"17";"False";"True"
"2,01";"10249,603799999997";"10,25";"102,496";"551,4386";"3";"10";"3";"0";"5";"0";"1";"6";"28";"75";"88";"73";"17";"False";"True"
"1,43";"9698,165199999998";"9,698";"96,982";"1213,1649";"3";"10";"3";"0";"6";"1";"0";"7";"28";"76";"89";"73";"17";"False";"True"
"2,53";"8485,000299999998";"8,485";"84,85";"2000";"3";"10";"3";"0";"7";"0";"1";"8";"28";"77";"89";"74";"17";"False";"True"
"1,06";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"8";"1";"0";"9";"28";"78";"90";"74";"17";"False";"False"
"1,13";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"0";"2";"0";"10";"28";"78";"91";"74";"17";"False";"False"
"1,23";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"0";"3";"0";"11";"28";"78";"92";"74";"17";"False";"False"
"1,97";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"0";"4";"0";"12";"28";"78";"93";"74";"17";"False";"False"
"6,43";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"0";"0";"1";"13";"28";"78";"93";"75";"17";"False";"False"
"1,14";"6485,000299999998";"6,485";"64,85";"6,485";"3";"10";"3";"0";"0";"1";"0";"14";"28";"78";"94";"75";"17";"False";"True"
"2,58";"6478,515299999998";"6,479";"64,785";"14,267";"3";"10";"3";"0";"1";"0";"1";"15";"28";"79";"94";"76";"17";"False";"True"
"3,11";"6521,316299999999";"6,521";"65,213";"6,521";"3";"10";"3";"1";"0";"0";"2";"16";"29";"79";"94";"77";"17";"False";"False"
"2,16";"6521,316299999999";"6,521";"65,213";"6,521";"3";"10";"3";"0";"0";"0";"3";"17";"29";"79";"94";"78";"17";"False";"False"
"1,25";"6521,316299999999";"6,521";"65,213";"6,521";"3";"10";"3";"0";"0";"1";"0";"18";"29";"79";"95";"78";"17";"False";"True"
"9,93";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"1";"0";"0";"1";"19";"30";"79";"95";"79";"17";"False";"False"
"2,43";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"0";"0";"0";"2";"20";"30";"79";"95";"80";"17";"False";"False"
"6,91";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"0";"0";"0";"3";"21";"30";"79";"95";"81";"17";"False";"False"
"11,53";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"0";"0";"0";"4";"0";"30";"79";"95";"82";"18";"False";"False"
"3,78";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"0";"0";"0";"5";"1";"30";"79";"95";"83";"18";"False";"False"
"1,27";"6540,879299999999";"6,541";"65,409";"6,541";"3";"10";"3";"0";"0";"1";"0";"2";"30";"79";"96";"83";"18";"False";"True"
"4,12";"6560,502299999998";"6,561";"65,605";"6,561";"3";"10";"3";"1";"0";"0";"1";"3";"31";"79";"96";"84";"18";"False";"False"
"8,34";"6560,502299999998";"6,561";"65,605";"6,561";"3";"10";"3";"0";"0";"0";"2";"4";"31";"79";"96";"85";"18";"False";"False"
"8,8";"6560,502299999998";"6,561";"65,605";"6,561";"3";"10";"3";"0";"0";"0";"3";"5";"31";"79";"96";"86";"18";"False";"False"
"1,37";"6560,502299999998";"6,561";"65,605";"6,561";"3";"10";"3";"0";"0";"1";"0";"6";"31";"79";"97";"86";"18";"False";"True"
