#TYPE System.Management.Automation.PSCustomObject
"Odds";"wallet";"Bet_base";"Bet_moonBase";"Bet_current";"Payout_base";"Payout_moonBase";"Payout_current";"Counter_now_win";"Counter_now_loss";"Counter_now_red";"Counter_now_green";"Counter_now_noyellow";"Counter_all_win";"Counter_all_loss";"Counter_all_red";"Counter_all_green";"Counter_all_yellow";"moonBetting";"placebet"
"1,92";"9829,4669";"9,829";"98,295";"528,8659";"3";"10";"3";"0";"5";"2";"0";"15";"5";"8";"7";"8";"0";"False";"True"
"11,81";"11416,0646";"11,416";"114,161";"11,416";"3";"10";"3";"1";"0";"0";"1";"0";"6";"8";"7";"9";"1";"False";"True"
"13,71";"11450,3126";"11,45";"114,503";"11,45";"3";"10";"3";"2";"0";"0";"2";"0";"7";"8";"7";"10";"2";"False";"True"
"1,05";"11438,862599999999";"11,439";"114,389";"25,19";"3";"10";"3";"0";"1";"1";"0";"1";"7";"9";"8";"10";"2";"False";"True"
"1,27";"11413,672599999998";"11,414";"114,137";"55,418";"3";"10";"3";"0";"2";"2";"0";"2";"7";"10";"9";"10";"2";"False";"True"
"1,77";"11358,254599999998";"11,358";"113,583";"121,9196";"3";"10";"3";"0";"3";"3";"0";"3";"7";"11";"10";"10";"2";"False";"True"
"2,82";"11236,335";"11,236";"112,363";"268,2231";"3";"10";"3";"0";"4";"0";"1";"4";"7";"12";"10";"11";"2";"False";"True"
"2,78";"10968,1119";"10,968";"109,681";"590,0908";"3";"10";"3";"0";"5";"0";"2";"5";"7";"13";"10";"12";"2";"False";"True"
"1,86";"10378,0211";"10,378";"103,78";"1298,1998";"3";"10";"3";"0";"6";"1";"0";"6";"7";"14";"11";"12";"2";"False";"True"
"1,24";"9079,8213";"9,08";"90,798";"2000";"3";"10";"3";"0";"7";"2";"0";"7";"7";"15";"12";"12";"2";"False";"True"
"1,58";"7079,8213";"7,08";"70,798";"7,08";"3";"10";"3";"0";"8";"3";"0";"8";"7";"16";"13";"12";"2";"False";"False"
"1,97";"7079,8213";"7,08";"70,798";"7,08";"3";"10";"3";"0";"0";"4";"0";"9";"7";"16";"14";"12";"2";"False";"False"
"1,99";"7079,8213";"7,08";"70,798";"7,08";"3";"10";"3";"0";"0";"5";"0";"10";"7";"16";"15";"12";"2";"False";"False"
"7,9";"7079,8213";"7,08";"70,798";"7,08";"3";"10";"3";"0";"0";"0";"1";"11";"7";"16";"15";"13";"2";"False";"False"
"1,1";"7079,8213";"7,08";"70,798";"7,08";"3";"10";"3";"0";"0";"1";"0";"12";"7";"16";"16";"13";"2";"False";"True"
"114,21";"7101,061299999999";"7,101";"71,011";"7,101";"3";"10";"3";"1";"0";"0";"1";"0";"8";"16";"16";"14";"3";"False";"True"
"7,16";"7122,364299999999";"7,122";"71,224";"7,122";"3";"10";"3";"2";"0";"0";"2";"1";"9";"16";"16";"15";"3";"False";"True"
"1,24";"7115,242299999999";"7,115";"71,152";"15,6684";"3";"10";"3";"0";"1";"1";"0";"2";"9";"17";"17";"15";"3";"False";"True"
"1,31";"7099,573899999999";"7,1";"70,996";"34,4705";"3";"10";"3";"0";"2";"2";"0";"3";"9";"18";"18";"15";"3";"False";"True"
"9,04";"7202,9854";"7,203";"72,03";"7,203";"3";"10";"3";"1";"0";"0";"1";"4";"10";"18";"18";"16";"3";"False";"True"
"3,24";"7224,5944";"7,225";"72,246";"7,225";"3";"10";"3";"2";"0";"0";"2";"5";"11";"18";"18";"17";"3";"False";"True"
"1,4";"7217,3694";"7,217";"72,174";"15,895";"3";"10";"3";"0";"1";"1";"0";"6";"11";"19";"19";"17";"3";"False";"True"
"5,56";"7265,0544";"7,265";"72,651";"7,265";"3";"10";"3";"1";"0";"0";"1";"7";"12";"19";"19";"18";"3";"False";"True"
"3,78";"7286,8494";"7,287";"72,868";"7,287";"3";"10";"3";"2";"0";"0";"2";"8";"13";"19";"19";"19";"3";"False";"True"
"1";"7279,5624";"7,28";"72,796";"16,0314";"3";"10";"3";"0";"1";"1";"0";"9";"13";"20";"20";"19";"3";"False";"True"
"1,66";"7263,531";"7,264";"72,635";"35,2691";"3";"10";"3";"0";"2";"2";"0";"10";"13";"21";"21";"19";"3";"False";"True"
"1,41";"7228,2618999999995";"7,228";"72,283";"77,592";"3";"10";"3";"0";"3";"3";"0";"11";"13";"22";"22";"19";"3";"False";"True"
"1,03";"7150,6699";"7,151";"71,507";"170,7024";"3";"10";"3";"0";"4";"4";"0";"12";"13";"23";"23";"19";"3";"False";"True"
"3,57";"7662,7771";"7,663";"76,628";"7,663";"3";"10";"3";"1";"0";"0";"1";"13";"14";"23";"23";"20";"3";"False";"True"
"2,08";"7655,114100000001";"7,655";"76,551";"16,8586";"3";"10";"3";"0";"1";"0";"2";"14";"14";"24";"23";"21";"3";"False";"True"
"7,53";"7705,6899";"7,706";"77,057";"7,706";"3";"10";"3";"1";"0";"0";"3";"15";"15";"24";"23";"22";"3";"False";"True"
"1,18";"7697,9839";"7,698";"76,98";"16,9532";"3";"10";"3";"0";"1";"1";"0";"16";"15";"25";"24";"22";"3";"False";"True"
"1,01";"7681,0307";"7,681";"76,81";"37,297";"3";"10";"3";"0";"2";"2";"0";"17";"15";"26";"25";"22";"3";"False";"True"
"1,17";"7643,733700000001";"7,644";"76,437";"82,0534";"3";"10";"3";"0";"3";"3";"0";"18";"15";"27";"26";"22";"3";"False";"True"
"2,33";"7561,680300000001";"7,562";"75,617";"180,5175";"3";"10";"3";"0";"4";"0";"1";"19";"15";"28";"26";"23";"3";"False";"True"
"1,78";"7381,162800000001";"7,381";"73,812";"397,1385";"3";"10";"3";"0";"5";"1";"0";"20";"15";"29";"27";"23";"3";"False";"True"
"1,69";"6984,024300000001";"6,984";"69,84";"873,7047";"3";"10";"3";"0";"6";"2";"0";"21";"15";"30";"28";"23";"3";"False";"True"
"2,58";"6110,319600000001";"6,11";"61,103";"1922,1503";"3";"10";"3";"0";"7";"0";"1";"22";"15";"31";"28";"24";"3";"False";"True"
"28,12";"11876,7705";"11,877";"118,768";"11,877";"3";"10";"3";"1";"0";"0";"2";"0";"16";"31";"28";"25";"4";"False";"True"
"2,81";"11864,8935";"11,865";"118,649";"26,1294";"3";"10";"3";"0";"1";"0";"3";"1";"16";"32";"28";"26";"4";"False";"True"
"1,16";"11838,7641";"11,839";"118,388";"57,4847";"3";"10";"3";"0";"2";"1";"0";"2";"16";"33";"29";"26";"4";"False";"True"
"12,11";"12011,218200000001";"12,011";"120,112";"12,011";"3";"10";"3";"1";"0";"0";"1";"0";"17";"33";"29";"27";"5";"False";"True"
"6,55";"12047,2512";"12,047";"120,473";"12,047";"3";"10";"3";"2";"0";"0";"2";"1";"18";"33";"29";"28";"5";"False";"True"
"1,91";"12035,2042";"12,035";"120,352";"26,5034";"3";"10";"3";"0";"1";"1";"0";"2";"18";"34";"30";"28";"5";"False";"True"
"1,36";"12008,7008";"12,009";"120,087";"58,3075";"3";"10";"3";"0";"2";"2";"0";"3";"18";"35";"31";"28";"5";"False";"True"
"1,12";"11950,3933";"11,95";"119,504";"128,2765";"3";"10";"3";"0";"3";"3";"0";"4";"18";"36";"32";"28";"5";"False";"True"
"17,34";"12335,2228";"12,335";"123,352";"12,335";"3";"10";"3";"1";"0";"0";"1";"0";"19";"36";"32";"29";"6";"False";"True"
"2,19";"12322,8878";"12,323";"123,229";"27,137";"3";"10";"3";"0";"1";"0";"2";"1";"19";"37";"32";"30";"6";"False";"True"
"1,7";"12295,7508";"12,296";"122,958";"59,7014";"3";"10";"3";"0";"2";"1";"0";"2";"19";"38";"33";"30";"6";"False";"True"
"2,47";"12236,0494";"12,236";"122,36";"131,3431";"3";"10";"3";"0";"3";"0";"1";"3";"19";"39";"33";"31";"6";"False";"True"
"2,96";"12104,7063";"12,105";"121,047";"288,9548";"3";"10";"3";"0";"4";"0";"2";"4";"19";"40";"33";"32";"6";"False";"True"
"22,79";"12971,5707";"12,972";"129,716";"12,972";"3";"10";"3";"1";"0";"0";"3";"0";"20";"40";"33";"33";"7";"False";"True"
"7,98";"13010,4867";"13,01";"130,105";"13,01";"3";"10";"3";"2";"0";"0";"4";"1";"21";"40";"33";"34";"7";"False";"True"
"11,34";"13049,5167";"13,05";"130,495";"13,05";"3";"10";"3";"3";"0";"0";"5";"0";"22";"40";"33";"35";"8";"False";"False"
"1,02";"13049,5167";"13,05";"130,495";"13,05";"3";"10";"3";"0";"0";"1";"0";"1";"22";"40";"34";"35";"8";"False";"True"
"1";"13036,4667";"13,036";"130,365";"28,71";"3";"10";"3";"0";"1";"2";"0";"2";"22";"41";"35";"35";"8";"False";"True"
"1,09";"13007,756700000002";"13,008";"130,078";"63,162";"3";"10";"3";"0";"2";"3";"0";"3";"22";"42";"36";"35";"8";"False";"True"
"1,83";"12944,594700000001";"12,945";"129,446";"138,9564";"3";"10";"3";"0";"3";"4";"0";"4";"22";"43";"37";"35";"8";"False";"True"
"2,25";"12805,638300000002";"12,806";"128,056";"305,7041";"3";"10";"3";"0";"4";"0";"1";"5";"22";"44";"37";"36";"8";"False";"True"
"17,58";"13722,750600000003";"13,723";"137,228";"13,723";"3";"10";"3";"1";"0";"0";"2";"0";"23";"44";"37";"37";"9";"False";"True"
"1,28";"13709,027600000003";"13,709";"137,09";"30,1906";"3";"10";"3";"0";"1";"1";"0";"1";"23";"45";"38";"37";"9";"False";"True"
"43,55";"13799,599400000003";"13,8";"137,996";"13,8";"3";"10";"3";"1";"0";"0";"1";"0";"24";"45";"38";"38";"10";"False";"True"
"1,22";"13785,799400000004";"13,786";"137,858";"30,36";"3";"10";"3";"0";"1";"1";"0";"1";"24";"46";"39";"38";"10";"False";"True"
"1,42";"13755,439400000003";"13,755";"137,554";"66,792";"3";"10";"3";"0";"2";"2";"0";"2";"24";"47";"40";"38";"10";"False";"True"
"1,4";"13688,647400000003";"13,689";"136,886";"146,9424";"3";"10";"3";"0";"3";"3";"0";"3";"24";"48";"41";"38";"10";"False";"True"
"1,63";"13541,705000000004";"13,542";"135,417";"323,2733";"3";"10";"3";"0";"4";"4";"0";"4";"24";"49";"42";"38";"10";"False";"True"
"2,58";"13218,431700000003";"13,218";"132,184";"711,2013";"3";"10";"3";"0";"5";"0";"1";"5";"24";"50";"42";"39";"10";"False";"True"
"1,32";"12507,230400000002";"12,507";"125,072";"1564,6429";"3";"10";"3";"0";"6";"1";"0";"6";"24";"51";"43";"39";"10";"False";"True"
"31,36";"17201,159100000004";"17,201";"172,012";"17,201";"3";"10";"3";"1";"0";"0";"1";"0";"25";"51";"43";"40";"11";"False";"True"
"1,8";"17183,958100000003";"17,184";"171,84";"37,8422";"3";"10";"3";"0";"1";"1";"0";"1";"25";"52";"44";"40";"11";"False";"True"
"1,07";"17146,115900000004";"17,146";"171,461";"83,2528";"3";"10";"3";"0";"2";"2";"0";"2";"25";"53";"45";"40";"11";"False";"True"
"3,02";"17395,874300000003";"17,396";"173,959";"17,396";"3";"10";"3";"1";"0";"0";"1";"3";"26";"53";"45";"41";"11";"False";"True"
"2,23";"17378,478300000002";"17,378";"173,785";"38,2712";"3";"10";"3";"0";"1";"0";"2";"4";"26";"54";"45";"42";"11";"False";"True"
"9,39";"17493,291900000004";"17,493";"174,933";"17,493";"3";"10";"3";"1";"0";"0";"3";"5";"27";"54";"45";"43";"11";"False";"True"
"1,54";"17475,798900000005";"17,476";"174,758";"38,4846";"3";"10";"3";"0";"1";"1";"0";"6";"27";"55";"46";"43";"11";"False";"True"
"1,24";"17437,314300000005";"17,437";"174,373";"84,6661";"3";"10";"3";"0";"2";"2";"0";"7";"27";"56";"47";"43";"11";"False";"True"
"3,13";"17691,312600000005";"17,691";"176,913";"17,691";"3";"10";"3";"1";"0";"0";"1";"8";"28";"56";"47";"44";"11";"False";"True"
"4,1";"17744,385600000005";"17,744";"177,444";"17,744";"3";"10";"3";"2";"0";"0";"2";"9";"29";"56";"47";"45";"11";"False";"True"
"1,12";"17726,641600000006";"17,727";"177,266";"39,0368";"3";"10";"3";"0";"1";"1";"0";"10";"29";"57";"48";"45";"11";"False";"True"
"1,06";"17687,604800000005";"17,688";"176,876";"85,881";"3";"10";"3";"0";"2";"2";"0";"11";"29";"58";"49";"45";"11";"False";"True"
"1,56";"17601,723800000003";"17,602";"176,017";"188,9382";"3";"10";"3";"0";"3";"3";"0";"12";"29";"59";"50";"45";"11";"False";"True"
"1,85";"17412,785600000003";"17,413";"174,128";"415,664";"3";"10";"3";"0";"4";"4";"0";"13";"29";"60";"51";"45";"11";"False";"True"
"1,16";"16997,121600000002";"16,997";"169,971";"914,4608";"3";"10";"3";"0";"5";"5";"0";"14";"29";"61";"52";"45";"11";"False";"True"
"1,92";"16082,660800000001";"16,083";"160,827";"2000";"3";"10";"3";"0";"6";"6";"0";"15";"29";"62";"53";"45";"11";"False";"True"
"1,26";"14082,660800000001";"14,083";"140,827";"2000";"3";"10";"3";"0";"7";"7";"0";"16";"29";"63";"54";"45";"11";"False";"True"
"8,45";"20082,6608";"20,083";"200,827";"20,083";"3";"10";"3";"1";"0";"0";"1";"17";"30";"63";"54";"46";"11";"False";"True"
"82,88";"20142,9098";"20,143";"201,429";"20,143";"3";"10";"3";"2";"0";"0";"2";"0";"31";"63";"54";"47";"12";"False";"True"
"2,41";"20122,7668";"20,123";"201,228";"44,3146";"3";"10";"3";"0";"1";"0";"3";"1";"31";"64";"54";"48";"12";"False";"True"
"3,15";"20255,710600000002";"20,256";"202,557";"20,256";"3";"10";"3";"1";"0";"0";"4";"2";"32";"64";"54";"49";"12";"False";"True"
"1,87";"20235,4546";"20,235";"202,355";"44,5632";"3";"10";"3";"0";"1";"1";"0";"3";"32";"65";"55";"49";"12";"False";"True"
"2,18";"20190,8914";"20,191";"201,909";"98,039";"3";"10";"3";"0";"2";"0";"1";"4";"32";"66";"55";"50";"12";"False";"True"
"5,05";"20485,0084";"20,485";"204,85";"20,485";"3";"10";"3";"1";"0";"0";"2";"5";"33";"66";"55";"51";"12";"False";"True"
"1,77";"20464,5234";"20,465";"204,645";"45,067";"3";"10";"3";"0";"1";"1";"0";"6";"33";"67";"56";"51";"12";"False";"True"
"2,71";"20419,4564";"20,419";"204,195";"99,1474";"3";"10";"3";"0";"2";"0";"1";"7";"33";"68";"56";"52";"12";"False";"True"
"1,19";"20320,308999999997";"20,32";"203,203";"218,1243";"3";"10";"3";"0";"3";"1";"0";"8";"33";"69";"57";"52";"12";"False";"True"
"1,45";"20102,184699999998";"20,102";"201,022";"479,8735";"3";"10";"3";"0";"4";"2";"0";"9";"33";"70";"58";"52";"12";"False";"True"
"1,38";"19622,311199999996";"19,622";"196,223";"1055,7217";"3";"10";"3";"0";"5";"3";"0";"10";"33";"71";"59";"52";"12";"False";"True"
"1,13";"18566,589499999995";"18,567";"185,666";"2000";"3";"10";"3";"0";"6";"4";"0";"11";"33";"72";"60";"52";"12";"False";"True"
"9,99";"24566,589499999995";"24,567";"245,666";"24,567";"3";"10";"3";"1";"0";"0";"1";"12";"34";"72";"60";"53";"12";"False";"True"
"1,08";"24542,022499999995";"24,542";"245,42";"54,0474";"3";"10";"3";"0";"1";"1";"0";"13";"34";"73";"61";"53";"12";"False";"True"
"1,82";"24487,975099999996";"24,488";"244,88";"118,9043";"3";"10";"3";"0";"2";"2";"0";"14";"34";"74";"62";"53";"12";"False";"True"
"13,34";"24844,687999999995";"24,845";"248,447";"24,845";"3";"10";"3";"1";"0";"0";"1";"0";"35";"74";"62";"54";"13";"False";"True"
"1,99";"24819,842999999993";"24,82";"248,198";"54,659";"3";"10";"3";"0";"1";"1";"0";"1";"35";"75";"63";"54";"13";"False";"True"
"1,69";"24765,183999999994";"24,765";"247,652";"120,2498";"3";"10";"3";"0";"2";"2";"0";"2";"35";"76";"64";"54";"13";"False";"True"
"16,97";"25125,933399999994";"25,126";"251,259";"25,126";"3";"10";"3";"1";"0";"0";"1";"0";"36";"76";"64";"55";"14";"False";"True"
"1";"25100,807399999994";"25,101";"251,008";"55,2772";"3";"10";"3";"0";"1";"1";"0";"1";"36";"77";"65";"55";"14";"False";"True"
"2,36";"25045,530199999994";"25,046";"250,455";"121,6098";"3";"10";"3";"0";"2";"0";"1";"2";"36";"78";"65";"56";"14";"False";"True"
"1,87";"24923,920399999995";"24,924";"249,239";"267,5416";"3";"10";"3";"0";"3";"1";"0";"3";"36";"79";"66";"56";"14";"False";"True"
"1,39";"24656,378799999995";"24,656";"246,564";"588,5915";"3";"10";"3";"0";"4";"2";"0";"4";"36";"80";"67";"56";"14";"False";"True"
"1,07";"24067,787299999996";"24,068";"240,678";"1294,9013";"3";"10";"3";"0";"5";"3";"0";"5";"36";"81";"68";"56";"14";"False";"True"
"2,2";"22772,885999999995";"22,773";"227,729";"2000";"3";"10";"3";"0";"6";"0";"1";"6";"36";"82";"68";"57";"14";"False";"True"
"1,26";"20772,885999999995";"20,773";"207,729";"2000";"3";"10";"3";"0";"7";"1";"0";"7";"36";"83";"69";"57";"14";"False";"True"
"1,19";"18772,885999999995";"18,773";"187,729";"18,773";"3";"10";"3";"0";"8";"2";"0";"8";"36";"84";"70";"57";"14";"False";"False"
"2,32";"18772,885999999995";"18,773";"187,729";"18,773";"3";"10";"3";"0";"0";"0";"1";"9";"36";"84";"70";"58";"14";"False";"False"
"4,15";"18772,885999999995";"18,773";"187,729";"18,773";"3";"10";"3";"0";"0";"0";"2";"10";"36";"84";"70";"59";"14";"False";"False"
"13,18";"18772,885999999995";"18,773";"187,729";"18,773";"3";"10";"3";"0";"0";"0";"3";"0";"36";"84";"70";"60";"15";"False";"False"
"1,43";"18772,885999999995";"18,773";"187,729";"18,773";"3";"10";"3";"0";"0";"1";"0";"1";"36";"84";"71";"60";"15";"False";"True"
"1,05";"18754,112999999994";"18,754";"187,541";"41,3006";"3";"10";"3";"0";"1";"2";"0";"2";"36";"85";"72";"60";"15";"False";"True"
"1,4";"18712,812399999995";"18,713";"187,128";"90,8613";"3";"10";"3";"0";"2";"3";"0";"3";"36";"86";"73";"60";"15";"False";"True"
"3,8";"18985,396299999997";"18,985";"189,854";"18,985";"3";"10";"3";"1";"0";"0";"1";"4";"37";"86";"73";"61";"15";"False";"True"
"1,03";"18966,411299999996";"18,966";"189,664";"41,767";"3";"10";"3";"0";"1";"1";"0";"5";"37";"87";"74";"61";"15";"False";"True"
"3,75";"19091,712299999996";"19,092";"190,917";"19,092";"3";"10";"3";"1";"0";"0";"1";"6";"38";"87";"74";"62";"15";"False";"True"
"13,5";"19148,988299999997";"19,149";"191,49";"19,149";"3";"10";"3";"2";"0";"0";"2";"0";"39";"87";"74";"63";"16";"False";"True"
"7,7";"19206,435299999997";"19,206";"192,064";"19,206";"3";"10";"3";"3";"0";"0";"3";"1";"40";"87";"74";"64";"16";"False";"False"
"1,93";"19206,435299999997";"19,206";"192,064";"19,206";"3";"10";"3";"0";"0";"1";"0";"2";"40";"87";"75";"64";"16";"False";"True"
"2,11";"19187,2293";"19,187";"191,872";"42,2532";"3";"10";"3";"0";"1";"0";"1";"3";"40";"88";"75";"65";"16";"False";"True"
"4,05";"19313,9889";"19,314";"193,14";"19,314";"3";"10";"3";"1";"0";"0";"2";"4";"41";"88";"75";"66";"16";"False";"True"
"1,07";"19294,6749";"19,295";"192,947";"42,4908";"3";"10";"3";"0";"1";"1";"0";"5";"41";"89";"76";"66";"16";"False";"True"
"2,3";"19252,184100000002";"19,252";"192,522";"93,4798";"3";"10";"3";"0";"2";"0";"1";"6";"41";"90";"76";"67";"16";"False";"True"
"1,01";"19158,7043";"19,159";"191,587";"205,6556";"3";"10";"3";"0";"3";"1";"0";"7";"41";"91";"77";"67";"16";"False";"True"
"1,14";"18953,048700000003";"18,953";"189,53";"452,4423";"3";"10";"3";"0";"4";"2";"0";"8";"41";"92";"78";"67";"16";"False";"True"
"1,95";"18500,606400000004";"18,501";"185,006";"995,3731";"3";"10";"3";"0";"5";"3";"0";"9";"41";"93";"79";"67";"16";"False";"True"
"1,27";"17505,233300000004";"17,505";"175,052";"2000";"3";"10";"3";"0";"6";"4";"0";"10";"41";"94";"80";"67";"16";"False";"True"
"4,96";"23505,233300000004";"23,505";"235,052";"23,505";"3";"10";"3";"1";"0";"0";"1";"11";"42";"94";"80";"68";"16";"False";"True"
"2,56";"23481,728300000002";"23,482";"234,817";"51,711";"3";"10";"3";"0";"1";"0";"2";"12";"42";"95";"80";"69";"16";"False";"True"
"1,72";"23430,017300000003";"23,43";"234,3";"113,7642";"3";"10";"3";"0";"2";"1";"0";"13";"42";"96";"81";"69";"16";"False";"True"
"6,61";"23771,309900000004";"23,771";"237,713";"23,771";"3";"10";"3";"1";"0";"0";"1";"14";"43";"96";"81";"70";"16";"False";"True"
"2,19";"23747,538900000003";"23,748";"237,475";"52,2962";"3";"10";"3";"0";"1";"0";"2";"15";"43";"97";"81";"71";"16";"False";"True"
"1,56";"23695,242700000003";"23,695";"236,952";"115,0516";"3";"10";"3";"0";"2";"1";"0";"16";"43";"98";"82";"71";"16";"False";"True"
"1,59";"23580,191100000004";"23,58";"235,802";"253,1135";"3";"10";"3";"0";"3";"2";"0";"17";"43";"99";"83";"71";"16";"False";"True"
"11,01";"24339,531600000002";"24,34";"243,395";"24,34";"3";"10";"3";"1";"0";"0";"1";"0";"44";"99";"83";"72";"17";"False";"True"
"1,48";"24315,191600000002";"24,315";"243,152";"53,548";"3";"10";"3";"0";"1";"1";"0";"1";"44";"100";"84";"72";"17";"False";"True"
"1,02";"24261,643600000003";"24,262";"242,616";"117,8056";"3";"10";"3";"0";"2";"2";"0";"2";"44";"101";"85";"72";"17";"False";"True"
"1,11";"24143,838000000003";"24,144";"241,438";"259,1723";"3";"10";"3";"0";"3";"3";"0";"3";"44";"102";"86";"72";"17";"False";"True"
"1";"23884,665700000005";"23,885";"238,847";"570,1791";"3";"10";"3";"0";"4";"4";"0";"4";"44";"103";"87";"72";"17";"False";"True"
"1,25";"23314,486600000004";"23,314";"233,145";"1254,394";"3";"10";"3";"0";"5";"5";"0";"5";"44";"104";"88";"72";"17";"False";"True"
"2,01";"22060,092600000004";"22,06";"220,601";"2000";"3";"10";"3";"0";"6";"0";"1";"6";"44";"105";"88";"73";"17";"False";"True"
"1,43";"20060,092600000004";"20,06";"200,601";"2000";"3";"10";"3";"0";"7";"1";"0";"7";"44";"106";"89";"73";"17";"False";"True"
"2,53";"18060,092600000004";"18,06";"180,601";"18,06";"3";"10";"3";"0";"8";"0";"1";"8";"44";"107";"89";"74";"17";"False";"False"
"1,06";"18060,092600000004";"18,06";"180,601";"18,06";"3";"10";"3";"0";"0";"1";"0";"9";"44";"107";"90";"74";"17";"False";"True"
"1,13";"18042,032600000002";"18,042";"180,42";"39,732";"3";"10";"3";"0";"1";"2";"0";"10";"44";"108";"91";"74";"17";"False";"True"
"1,23";"18002,300600000002";"18,002";"180,023";"87,4104";"3";"10";"3";"0";"2";"3";"0";"11";"44";"109";"92";"74";"17";"False";"True"
"1,97";"17914,8902";"17,915";"179,149";"192,3029";"3";"10";"3";"0";"3";"4";"0";"12";"44";"110";"93";"74";"17";"False";"True"
"6,43";"18491,7989";"18,492";"184,918";"18,492";"3";"10";"3";"1";"0";"0";"1";"13";"45";"110";"93";"75";"17";"False";"True"
"1,14";"18473,306900000003";"18,473";"184,733";"40,6824";"3";"10";"3";"0";"1";"1";"0";"14";"45";"111";"94";"75";"17";"False";"True"
"2,58";"18432,6245";"18,433";"184,326";"89,5013";"3";"10";"3";"0";"2";"0";"1";"15";"45";"112";"94";"76";"17";"False";"True"
"3,11";"18701,1284";"18,701";"187,011";"18,701";"3";"10";"3";"1";"0";"0";"2";"16";"46";"112";"94";"77";"17";"False";"True"
"2,16";"18682,4274";"18,682";"186,824";"41,1422";"3";"10";"3";"0";"1";"0";"3";"17";"46";"113";"94";"78";"17";"False";"True"
"1,25";"18641,285200000002";"18,641";"186,413";"90,5128";"3";"10";"3";"0";"2";"1";"0";"18";"46";"114";"95";"78";"17";"False";"True"
"9,93";"18912,823600000003";"18,913";"189,128";"18,913";"3";"10";"3";"1";"0";"0";"1";"19";"47";"114";"95";"79";"17";"False";"True"
"2,43";"18893,910600000003";"18,894";"188,939";"41,6086";"3";"10";"3";"0";"1";"0";"2";"20";"47";"115";"95";"80";"17";"False";"True"
"6,91";"19018,7364";"19,019";"190,187";"19,019";"3";"10";"3";"1";"0";"0";"3";"21";"48";"115";"95";"81";"17";"False";"True"
"11,53";"19075,793400000002";"19,076";"190,758";"19,076";"3";"10";"3";"2";"0";"0";"4";"0";"49";"115";"95";"82";"18";"False";"True"
"3,78";"19133,0214";"19,133";"191,33";"19,133";"3";"10";"3";"3";"0";"0";"5";"1";"50";"115";"95";"83";"18";"False";"False"
"1,27";"19133,0214";"19,133";"191,33";"19,133";"3";"10";"3";"0";"0";"1";"0";"2";"50";"115";"96";"83";"18";"False";"True"
"4,12";"19190,420400000003";"19,19";"191,904";"19,19";"3";"10";"3";"1";"0";"0";"1";"3";"51";"115";"96";"84";"18";"False";"True"
"8,34";"19247,990400000002";"19,248";"192,48";"19,248";"3";"10";"3";"2";"0";"0";"2";"4";"52";"115";"96";"85";"18";"False";"True"
"8,8";"19305,7344";"19,306";"193,057";"19,306";"3";"10";"3";"3";"0";"0";"3";"5";"53";"115";"96";"86";"18";"False";"False"
