#TYPE System.Management.Automation.PSCustomObject
"Odds";"wallet";"Bet_base";"Bet_moonBase";"Bet_current";"Payout_base";"Payout_moonBase";"Payout_current";"Counter_now_win";"Counter_now_loss";"Counter_now_red";"Counter_now_green";"Counter_now_noyellow";"Counter_all_win";"Counter_all_loss";"Counter_all_red";"Counter_all_green";"Counter_all_yellow";"moonBetting";"placebet"
"1,92";"9800,0799";"9,8";"98,001";"527,2676";"3";"10";"3";"0";"5";"2";"0";"15";"4";"8";"7";"8";"0";"False";"True"
"11,81";"11381,8827";"11,382";"113,819";"11,382";"3";"10";"3";"1";"0";"0";"1";"0";"5";"8";"7";"9";"1";"False";"True"
"13,71";"11416,0287";"11,416";"114,16";"11,416";"3";"10";"3";"2";"0";"0";"2";"0";"6";"8";"7";"10";"2";"False";"False"
"1,05";"11416,0287";"11,416";"114,16";"11,416";"3";"10";"3";"0";"0";"1";"0";"1";"6";"8";"8";"10";"2";"False";"True"
"1,27";"11404,612700000001";"11,405";"114,046";"25,1152";"3";"10";"3";"0";"1";"2";"0";"2";"6";"9";"9";"10";"2";"False";"True"
"1,77";"11379,497500000001";"11,379";"113,795";"55,2534";"3";"10";"3";"0";"2";"3";"0";"3";"6";"10";"10";"10";"2";"False";"True"
"2,82";"11324,244100000002";"11,324";"113,242";"121,5575";"3";"10";"3";"0";"3";"0";"1";"4";"6";"11";"10";"11";"2";"False";"True"
"2,78";"11202,6866";"11,203";"112,027";"267,4265";"3";"10";"3";"0";"4";"0";"2";"5";"6";"12";"10";"12";"2";"False";"True"
"1,86";"10935,260100000001";"10,935";"109,353";"588,3383";"3";"10";"3";"0";"5";"1";"0";"6";"6";"13";"11";"12";"2";"False";"True"
"1,24";"10346,921800000002";"10,347";"103,469";"1294,3443";"3";"10";"3";"0";"6";"2";"0";"7";"6";"14";"12";"12";"2";"False";"True"
"1,58";"9052,577500000001";"9,053";"90,526";"2000";"3";"10";"3";"0";"7";"3";"0";"8";"6";"15";"13";"12";"2";"False";"True"
"1,97";"7052,577500000001";"7,053";"70,526";"7,053";"3";"10";"3";"0";"8";"4";"0";"9";"6";"16";"14";"12";"2";"False";"False"
"1,99";"7052,577500000001";"7,053";"70,526";"7,053";"3";"10";"3";"0";"0";"5";"0";"10";"6";"16";"15";"12";"2";"False";"False"
"7,9";"7052,577500000001";"7,053";"70,526";"7,053";"3";"10";"3";"0";"0";"0";"1";"11";"6";"16";"15";"13";"2";"False";"False"
"1,1";"7052,577500000001";"7,053";"70,526";"7,053";"3";"10";"3";"0";"0";"1";"0";"12";"6";"16";"16";"13";"2";"False";"True"
"114,21";"7073,736500000001";"7,074";"70,737";"7,074";"3";"10";"3";"1";"0";"0";"1";"0";"7";"16";"16";"14";"3";"False";"True"
"7,16";"7094,958500000001";"7,095";"70,95";"7,095";"3";"10";"3";"2";"0";"0";"2";"1";"8";"16";"16";"15";"3";"False";"False"
"1,24";"7094,958500000001";"7,095";"70,95";"7,095";"3";"10";"3";"0";"0";"1";"0";"2";"8";"16";"17";"15";"3";"False";"True"
"1,31";"7087,8635";"7,088";"70,879";"15,609";"3";"10";"3";"0";"1";"2";"0";"3";"8";"17";"18";"15";"3";"False";"True"
"9,04";"7134,690500000001";"7,135";"71,347";"7,135";"3";"10";"3";"1";"0";"0";"1";"4";"9";"17";"18";"16";"3";"False";"True"
"3,24";"7156,0955";"7,156";"71,561";"7,156";"3";"10";"3";"2";"0";"0";"2";"5";"10";"17";"18";"17";"3";"False";"False"
"1,4";"7156,0955";"7,156";"71,561";"7,156";"3";"10";"3";"0";"0";"1";"0";"6";"10";"17";"19";"17";"3";"False";"True"
"5,56";"7177,5635";"7,178";"71,776";"7,178";"3";"10";"3";"1";"0";"0";"1";"7";"11";"17";"19";"18";"3";"False";"True"
"3,78";"7199,0975";"7,199";"71,991";"7,199";"3";"10";"3";"2";"0";"0";"2";"8";"12";"17";"19";"19";"3";"False";"False"
"1";"7199,0975";"7,199";"71,991";"7,199";"3";"10";"3";"0";"0";"1";"0";"9";"12";"17";"20";"19";"3";"False";"True"
"1,66";"7191,8985";"7,192";"71,919";"15,8378";"3";"10";"3";"0";"1";"2";"0";"10";"12";"18";"21";"19";"3";"False";"True"
"1,41";"7176,0607";"7,176";"71,761";"34,8432";"3";"10";"3";"0";"2";"3";"0";"11";"12";"19";"22";"19";"3";"False";"True"
"1,03";"7141,2175";"7,141";"71,412";"76,655";"3";"10";"3";"0";"3";"4";"0";"12";"12";"20";"23";"19";"3";"False";"True"
"3,57";"7371,1825";"7,371";"73,712";"7,371";"3";"10";"3";"1";"0";"0";"1";"13";"13";"20";"23";"20";"3";"False";"True"
"2,08";"7363,8115";"7,364";"73,638";"16,2162";"3";"10";"3";"0";"1";"0";"2";"14";"13";"21";"23";"21";"3";"False";"True"
"7,53";"7412,4601";"7,412";"74,125";"7,412";"3";"10";"3";"1";"0";"0";"3";"15";"14";"21";"23";"22";"3";"False";"True"
"1,18";"7405,0481";"7,405";"74,05";"16,3064";"3";"10";"3";"0";"1";"1";"0";"16";"14";"22";"24";"22";"3";"False";"True"
"1,01";"7388,7417";"7,389";"73,887";"35,8741";"3";"10";"3";"0";"2";"2";"0";"17";"14";"23";"25";"22";"3";"False";"True"
"1,17";"7352,8676";"7,353";"73,529";"78,923";"3";"10";"3";"0";"3";"3";"0";"18";"14";"24";"26";"22";"3";"False";"True"
"2,33";"7273,9446";"7,274";"72,739";"173,6306";"3";"10";"3";"0";"4";"0";"1";"19";"14";"25";"26";"23";"3";"False";"True"
"1,78";"7100,313999999999";"7,1";"71,003";"381,9873";"3";"10";"3";"0";"5";"1";"0";"20";"14";"26";"27";"23";"3";"False";"True"
"1,69";"6718,3267";"6,718";"67,183";"840,3721";"3";"10";"3";"0";"6";"2";"0";"21";"14";"27";"28";"23";"3";"False";"True"
"2,58";"5877,954599999999";"5,878";"58,78";"1848,8186";"3";"10";"3";"0";"7";"0";"1";"22";"14";"28";"28";"24";"3";"False";"True"
"28,12";"11424,410399999999";"11,424";"114,244";"11,424";"3";"10";"3";"1";"0";"0";"2";"0";"15";"28";"28";"25";"4";"False";"True"
"2,81";"11412,986399999998";"11,413";"114,13";"25,1328";"3";"10";"3";"0";"1";"0";"3";"1";"15";"29";"28";"26";"4";"False";"True"
"1,16";"11387,853599999999";"11,388";"113,879";"55,2922";"3";"10";"3";"0";"2";"1";"0";"2";"15";"30";"29";"26";"4";"False";"True"
"12,11";"11553,730199999998";"11,554";"115,537";"11,554";"3";"10";"3";"1";"0";"0";"1";"0";"16";"30";"29";"27";"5";"False";"True"
"6,55";"11588,392199999998";"11,588";"115,884";"11,588";"3";"10";"3";"2";"0";"0";"2";"1";"17";"30";"29";"28";"5";"False";"False"
"1,91";"11588,392199999998";"11,588";"115,884";"11,588";"3";"10";"3";"0";"0";"1";"0";"2";"17";"30";"30";"28";"5";"False";"True"
"1,36";"11576,804199999999";"11,577";"115,768";"25,4936";"3";"10";"3";"0";"1";"2";"0";"3";"17";"31";"31";"28";"5";"False";"True"
"1,12";"11551,310599999999";"11,551";"115,513";"56,0859";"3";"10";"3";"0";"2";"3";"0";"4";"17";"32";"32";"28";"5";"False";"True"
"17,34";"11719,568299999999";"11,72";"117,196";"11,72";"3";"10";"3";"1";"0";"0";"1";"0";"18";"32";"32";"29";"6";"False";"True"
"2,19";"11707,8483";"11,708";"117,078";"25,784";"3";"10";"3";"0";"1";"0";"2";"1";"18";"33";"32";"30";"6";"False";"True"
"1,7";"11682,0643";"11,682";"116,821";"56,7248";"3";"10";"3";"0";"2";"1";"0";"2";"18";"34";"33";"30";"6";"False";"True"
"2,47";"11625,3395";"11,625";"116,253";"124,7946";"3";"10";"3";"0";"3";"0";"1";"3";"18";"35";"33";"31";"6";"False";"True"
"2,96";"11500,5449";"11,501";"115,005";"274,5481";"3";"10";"3";"0";"4";"0";"2";"4";"18";"36";"33";"32";"6";"False";"True"
"22,79";"12324,1892";"12,324";"123,242";"12,324";"3";"10";"3";"1";"0";"0";"3";"0";"19";"36";"33";"33";"7";"False";"True"
"7,98";"12361,1612";"12,361";"123,612";"12,361";"3";"10";"3";"2";"0";"0";"4";"1";"20";"36";"33";"34";"7";"False";"False"
"11,34";"12361,1612";"12,361";"123,612";"12,361";"3";"10";"3";"0";"0";"0";"5";"0";"20";"36";"33";"35";"8";"False";"False"
"1,02";"12361,1612";"12,361";"123,612";"12,361";"3";"10";"3";"0";"0";"1";"0";"1";"20";"36";"34";"35";"8";"False";"True"
"1";"12348,8002";"12,349";"123,488";"27,1942";"3";"10";"3";"0";"1";"2";"0";"2";"20";"37";"35";"35";"8";"False";"True"
"1,09";"12321,606";"12,322";"123,216";"59,8272";"3";"10";"3";"0";"2";"3";"0";"3";"20";"38";"36";"35";"8";"False";"True"
"1,83";"12261,7788";"12,262";"122,618";"131,6198";"3";"10";"3";"0";"3";"4";"0";"4";"20";"39";"37";"35";"8";"False";"True"
"2,25";"12130,159";"12,13";"121,302";"289,5636";"3";"10";"3";"0";"4";"0";"1";"5";"20";"40";"37";"36";"8";"False";"True"
"17,58";"12998,8498";"12,999";"129,988";"12,999";"3";"10";"3";"1";"0";"0";"2";"0";"21";"40";"37";"37";"9";"False";"True"
"1,28";"12985,8508";"12,986";"129,859";"28,5978";"3";"10";"3";"0";"1";"1";"0";"1";"21";"41";"38";"37";"9";"False";"True"
"43,55";"13071,6442";"13,072";"130,716";"13,072";"3";"10";"3";"1";"0";"0";"1";"0";"22";"41";"38";"38";"10";"False";"True"
"1,22";"13058,5722";"13,059";"130,586";"28,7584";"3";"10";"3";"0";"1";"1";"0";"1";"22";"42";"39";"38";"10";"False";"True"
"1,42";"13029,8138";"13,03";"130,298";"63,2685";"3";"10";"3";"0";"2";"2";"0";"2";"22";"43";"40";"38";"10";"False";"True"
"1,4";"12966,5453";"12,967";"129,665";"139,1907";"3";"10";"3";"0";"3";"3";"0";"3";"22";"44";"41";"38";"10";"False";"True"
"1,63";"12827,3546";"12,827";"128,274";"306,2195";"3";"10";"3";"0";"4";"4";"0";"4";"22";"45";"42";"38";"10";"False";"True"
"2,58";"12521,135100000001";"12,521";"125,211";"673,6829";"3";"10";"3";"0";"5";"0";"1";"5";"22";"46";"42";"39";"10";"False";"True"
"1,32";"11847,452200000002";"11,847";"118,475";"1482,1024";"3";"10";"3";"0";"6";"1";"0";"6";"22";"47";"43";"39";"10";"False";"True"
"31,36";"16293,759400000003";"16,294";"162,938";"16,294";"3";"10";"3";"1";"0";"0";"1";"0";"23";"47";"43";"40";"11";"False";"True"
"1,8";"16277,465400000003";"16,277";"162,775";"35,8468";"3";"10";"3";"0";"1";"1";"0";"1";"23";"48";"44";"40";"11";"False";"True"
"1,07";"16241,618600000003";"16,242";"162,416";"78,863";"3";"10";"3";"0";"2";"2";"0";"2";"23";"49";"45";"40";"11";"False";"True"
"3,02";"16478,207600000005";"16,478";"164,782";"16,478";"3";"10";"3";"1";"0";"0";"1";"3";"24";"49";"45";"41";"11";"False";"True"
"2,23";"16461,729600000006";"16,462";"164,617";"36,2516";"3";"10";"3";"0";"1";"0";"2";"4";"24";"50";"45";"42";"11";"False";"True"
"9,39";"16570,484400000005";"16,57";"165,705";"16,57";"3";"10";"3";"1";"0";"0";"3";"5";"25";"50";"45";"43";"11";"False";"True"
"1,54";"16553,914400000005";"16,554";"165,539";"36,454";"3";"10";"3";"0";"1";"1";"0";"6";"25";"51";"46";"43";"11";"False";"True"
"1,24";"16517,460400000004";"16,517";"165,175";"80,1988";"3";"10";"3";"0";"2";"2";"0";"7";"25";"52";"47";"43";"11";"False";"True"
"3,13";"16758,056800000002";"16,758";"167,581";"16,758";"3";"10";"3";"1";"0";"0";"1";"8";"26";"52";"47";"44";"11";"False";"True"
"4,1";"16808,330800000003";"16,808";"168,083";"16,808";"3";"10";"3";"2";"0";"0";"2";"9";"27";"52";"47";"45";"11";"False";"False"
"1,12";"16808,330800000003";"16,808";"168,083";"16,808";"3";"10";"3";"0";"0";"1";"0";"10";"27";"52";"48";"45";"11";"False";"True"
"1,06";"16791,522800000002";"16,792";"167,915";"36,9776";"3";"10";"3";"0";"1";"2";"0";"11";"27";"53";"49";"45";"11";"False";"True"
"1,56";"16754,545200000004";"16,755";"167,545";"81,3507";"3";"10";"3";"0";"2";"3";"0";"12";"27";"54";"50";"45";"11";"False";"True"
"1,85";"16673,194500000005";"16,673";"166,732";"178,9715";"3";"10";"3";"0";"3";"4";"0";"13";"27";"55";"51";"45";"11";"False";"True"
"1,16";"16494,223000000005";"16,494";"164,942";"393,7373";"3";"10";"3";"0";"4";"5";"0";"14";"27";"56";"52";"45";"11";"False";"True"
"1,92";"16100,485700000005";"16,1";"161,005";"866,2221";"3";"10";"3";"0";"5";"6";"0";"15";"27";"57";"53";"45";"11";"False";"True"
"1,26";"15234,263600000006";"15,234";"152,343";"1905,6886";"3";"10";"3";"0";"6";"7";"0";"16";"27";"58";"54";"45";"11";"False";"True"
"8,45";"20951,329400000006";"20,951";"209,513";"20,951";"3";"10";"3";"1";"0";"0";"1";"17";"28";"58";"54";"46";"11";"False";"True"
"82,88";"21014,182400000005";"21,014";"210,142";"21,014";"3";"10";"3";"2";"0";"0";"2";"0";"29";"58";"54";"47";"12";"False";"False"
"2,41";"21014,182400000005";"21,014";"210,142";"21,014";"3";"10";"3";"0";"0";"0";"3";"1";"29";"58";"54";"48";"12";"False";"False"
"3,15";"21014,182400000005";"21,014";"210,142";"21,014";"3";"10";"3";"0";"0";"0";"4";"2";"29";"58";"54";"49";"12";"False";"False"
"1,87";"21014,182400000005";"21,014";"210,142";"21,014";"3";"10";"3";"0";"0";"1";"0";"3";"29";"58";"55";"49";"12";"False";"True"
"2,18";"20993,168400000006";"20,993";"209,932";"46,2308";"3";"10";"3";"0";"1";"0";"1";"4";"29";"59";"55";"50";"12";"False";"True"
"5,05";"21131,860800000006";"21,132";"211,319";"21,132";"3";"10";"3";"1";"0";"0";"2";"5";"30";"59";"55";"51";"12";"False";"True"
"1,77";"21110,728800000004";"21,111";"211,107";"46,4904";"3";"10";"3";"0";"1";"1";"0";"6";"30";"60";"56";"51";"12";"False";"True"
"2,71";"21064,238400000006";"21,064";"210,642";"102,2789";"3";"10";"3";"0";"2";"0";"1";"7";"30";"61";"56";"52";"12";"False";"True"
"1,19";"20961,959500000004";"20,962";"209,62";"225,0136";"3";"10";"3";"0";"3";"1";"0";"8";"30";"62";"57";"52";"12";"False";"True"
"1,45";"20736,945900000006";"20,737";"207,369";"495,0299";"3";"10";"3";"0";"4";"2";"0";"9";"30";"63";"58";"52";"12";"False";"True"
"1,38";"20241,916000000005";"20,242";"202,419";"1089,0658";"3";"10";"3";"0";"5";"3";"0";"10";"30";"64";"59";"52";"12";"False";"True"
"1,13";"19152,850200000004";"19,153";"191,529";"2000";"3";"10";"3";"0";"6";"4";"0";"11";"30";"65";"60";"52";"12";"False";"True"
"9,99";"25152,850200000004";"25,153";"251,529";"25,153";"3";"10";"3";"1";"0";"0";"1";"12";"31";"65";"60";"53";"12";"False";"True"
"1,08";"25127,697200000006";"25,128";"251,277";"55,3366";"3";"10";"3";"0";"1";"1";"0";"13";"31";"66";"61";"53";"12";"False";"True"
"1,82";"25072,360600000007";"25,072";"250,724";"121,7405";"3";"10";"3";"0";"2";"2";"0";"14";"31";"67";"62";"53";"12";"False";"True"
"13,34";"25437,582100000007";"25,438";"254,376";"25,438";"3";"10";"3";"1";"0";"0";"1";"0";"32";"67";"62";"54";"13";"False";"True"
"1,99";"25412,14410000001";"25,412";"254,121";"55,9636";"3";"10";"3";"0";"1";"1";"0";"1";"32";"68";"63";"54";"13";"False";"True"
"1,69";"25356,18050000001";"25,356";"253,562";"123,1199";"3";"10";"3";"0";"2";"2";"0";"2";"32";"69";"64";"54";"13";"False";"True"
"16,97";"25725,54020000001";"25,726";"257,255";"25,726";"3";"10";"3";"1";"0";"0";"1";"0";"33";"69";"64";"55";"14";"False";"True"
"1";"25699,81420000001";"25,7";"256,998";"56,5972";"3";"10";"3";"0";"1";"1";"0";"1";"33";"70";"65";"55";"14";"False";"True"
"2,36";"25643,21700000001";"25,643";"256,432";"124,5138";"3";"10";"3";"0";"2";"0";"1";"2";"33";"71";"65";"56";"14";"False";"True"
"1,87";"25518,70320000001";"25,519";"255,187";"273,9304";"3";"10";"3";"0";"3";"1";"0";"3";"33";"72";"66";"56";"14";"False";"True"
"1,39";"25244,77280000001";"25,245";"252,448";"602,6469";"3";"10";"3";"0";"4";"2";"0";"4";"33";"73";"67";"56";"14";"False";"True"
"1,07";"24642,12590000001";"24,642";"246,421";"1325,8232";"3";"10";"3";"0";"5";"3";"0";"5";"33";"74";"68";"56";"14";"False";"True"
"2,2";"23316,30270000001";"23,316";"233,163";"2000";"3";"10";"3";"0";"6";"0";"1";"6";"33";"75";"68";"57";"14";"False";"True"
"1,26";"21316,30270000001";"21,316";"213,163";"2000";"3";"10";"3";"0";"7";"1";"0";"7";"33";"76";"69";"57";"14";"False";"True"
"1,19";"19316,30270000001";"19,316";"193,163";"19,316";"3";"10";"3";"0";"8";"2";"0";"8";"33";"77";"70";"57";"14";"False";"False"
"2,32";"19316,30270000001";"19,316";"193,163";"19,316";"3";"10";"3";"0";"0";"0";"1";"9";"33";"77";"70";"58";"14";"False";"False"
"4,15";"19316,30270000001";"19,316";"193,163";"19,316";"3";"10";"3";"0";"0";"0";"2";"10";"33";"77";"70";"59";"14";"False";"False"
"13,18";"19316,30270000001";"19,316";"193,163";"19,316";"3";"10";"3";"0";"0";"0";"3";"0";"33";"77";"70";"60";"15";"False";"False"
"1,43";"19316,30270000001";"19,316";"193,163";"19,316";"3";"10";"3";"0";"0";"1";"0";"1";"33";"77";"71";"60";"15";"False";"True"
"1,05";"19296,986700000012";"19,297";"192,97";"42,4952";"3";"10";"3";"0";"1";"2";"0";"2";"33";"78";"72";"60";"15";"False";"True"
"1,4";"19254,49150000001";"19,254";"192,545";"93,4894";"3";"10";"3";"0";"2";"3";"0";"3";"33";"79";"73";"60";"15";"False";"True"
"3,8";"19534,95970000001";"19,535";"195,35";"19,535";"3";"10";"3";"1";"0";"0";"1";"4";"34";"79";"73";"61";"15";"False";"True"
"1,03";"19515,42470000001";"19,515";"195,154";"42,977";"3";"10";"3";"0";"1";"1";"0";"5";"34";"80";"74";"61";"15";"False";"True"
"3,75";"19644,35570000001";"19,644";"196,444";"19,644";"3";"10";"3";"1";"0";"0";"1";"6";"35";"80";"74";"62";"15";"False";"True"
"13,5";"19703,28770000001";"19,703";"197,033";"19,703";"3";"10";"3";"2";"0";"0";"2";"0";"36";"80";"74";"63";"16";"False";"False"
"7,7";"19703,28770000001";"19,703";"197,033";"19,703";"3";"10";"3";"0";"0";"0";"3";"1";"36";"80";"74";"64";"16";"False";"False"
"1,93";"19703,28770000001";"19,703";"197,033";"19,703";"3";"10";"3";"0";"0";"1";"0";"2";"36";"80";"75";"64";"16";"False";"True"
"2,11";"19683,58470000001";"19,684";"196,836";"43,3466";"3";"10";"3";"0";"1";"0";"1";"3";"36";"81";"75";"65";"16";"False";"True"
"4,05";"19813,62450000001";"19,814";"198,136";"19,814";"3";"10";"3";"1";"0";"0";"2";"4";"37";"81";"75";"66";"16";"False";"True"
"1,07";"19793,81050000001";"19,794";"197,938";"43,5908";"3";"10";"3";"0";"1";"1";"0";"5";"37";"82";"76";"66";"16";"False";"True"
"2,3";"19750,21970000001";"19,75";"197,502";"95,8998";"3";"10";"3";"0";"2";"0";"1";"6";"37";"83";"76";"67";"16";"False";"True"
"1,01";"19654,31990000001";"19,654";"196,543";"210,9796";"3";"10";"3";"0";"3";"1";"0";"7";"37";"84";"77";"67";"16";"False";"True"
"1,14";"19443,34030000001";"19,443";"194,433";"464,1551";"3";"10";"3";"0";"4";"2";"0";"8";"37";"85";"78";"67";"16";"False";"True"
"1,95";"18979,18520000001";"18,979";"189,792";"1021,1412";"3";"10";"3";"0";"5";"3";"0";"9";"37";"86";"79";"67";"16";"False";"True"
"1,27";"17958,04400000001";"17,958";"179,58";"2000";"3";"10";"3";"0";"6";"4";"0";"10";"37";"87";"80";"67";"16";"False";"True"
"4,96";"23958,04400000001";"23,958";"239,58";"23,958";"3";"10";"3";"1";"0";"0";"1";"11";"38";"87";"80";"68";"16";"False";"True"
"2,56";"23934,08600000001";"23,934";"239,341";"52,7076";"3";"10";"3";"0";"1";"0";"2";"12";"38";"88";"80";"69";"16";"False";"True"
"1,72";"23881,37840000001";"23,881";"238,814";"115,9567";"3";"10";"3";"0";"2";"1";"0";"13";"38";"89";"81";"69";"16";"False";"True"
"6,61";"24229,24850000001";"24,229";"242,292";"24,229";"3";"10";"3";"1";"0";"0";"1";"14";"39";"89";"81";"70";"16";"False";"True"
"2,19";"24205,01950000001";"24,205";"242,05";"53,3038";"3";"10";"3";"0";"1";"0";"2";"15";"39";"90";"81";"71";"16";"False";"True"
"1,56";"24151,715700000008";"24,152";"241,517";"117,2684";"3";"10";"3";"0";"2";"1";"0";"16";"39";"91";"82";"71";"16";"False";"True"
"1,59";"24034,447300000007";"24,034";"240,344";"257,9905";"3";"10";"3";"0";"3";"2";"0";"17";"39";"92";"83";"71";"16";"False";"True"
"11,01";"24808,418800000007";"24,808";"248,084";"24,808";"3";"10";"3";"1";"0";"0";"1";"0";"40";"92";"83";"72";"17";"False";"True"
"1,48";"24783,610800000006";"24,784";"247,836";"54,5776";"3";"10";"3";"0";"1";"1";"0";"1";"40";"93";"84";"72";"17";"False";"True"
"1,02";"24729,033200000005";"24,729";"247,29";"120,0707";"3";"10";"3";"0";"2";"2";"0";"2";"40";"94";"85";"72";"17";"False";"True"
"1,11";"24608,962500000005";"24,609";"246,09";"264,1555";"3";"10";"3";"0";"3";"3";"0";"3";"40";"95";"86";"72";"17";"False";"True"
"1";"24344,807000000004";"24,345";"243,448";"581,1421";"3";"10";"3";"0";"4";"4";"0";"4";"40";"96";"87";"72";"17";"False";"True"
"1,25";"23763,664900000003";"23,764";"237,637";"1278,5126";"3";"10";"3";"0";"5";"5";"0";"5";"40";"97";"88";"72";"17";"False";"True"
"2,01";"22485,1523";"22,485";"224,852";"2000";"3";"10";"3";"0";"6";"0";"1";"6";"40";"98";"88";"73";"17";"False";"True"
"1,43";"20485,1523";"20,485";"204,852";"2000";"3";"10";"3";"0";"7";"1";"0";"7";"40";"99";"89";"73";"17";"False";"True"
"2,53";"18485,1523";"18,485";"184,852";"18,485";"3";"10";"3";"0";"8";"0";"1";"8";"40";"100";"89";"74";"17";"False";"False"
"1,06";"18485,1523";"18,485";"184,852";"18,485";"3";"10";"3";"0";"0";"1";"0";"9";"40";"100";"90";"74";"17";"False";"True"
"1,13";"18466,6673";"18,467";"184,667";"40,667";"3";"10";"3";"0";"1";"2";"0";"10";"40";"101";"91";"74";"17";"False";"True"
"1,23";"18426,0003";"18,426";"184,26";"89,4674";"3";"10";"3";"0";"2";"3";"0";"11";"40";"102";"92";"74";"17";"False";"True"
"1,97";"18336,5329";"18,337";"183,365";"196,8283";"3";"10";"3";"0";"3";"4";"0";"12";"40";"103";"93";"74";"17";"False";"True"
"6,43";"18927,017799999998";"18,927";"189,27";"18,927";"3";"10";"3";"1";"0";"0";"1";"13";"41";"103";"93";"75";"17";"False";"True"
"1,14";"18908,090799999998";"18,908";"189,081";"41,6394";"3";"10";"3";"0";"1";"1";"0";"14";"41";"104";"94";"75";"17";"False";"True"
"2,58";"18866,451399999998";"18,866";"188,665";"91,6067";"3";"10";"3";"0";"2";"0";"1";"15";"41";"105";"94";"76";"17";"False";"True"
"3,11";"19141,2715";"19,141";"191,413";"19,141";"3";"10";"3";"1";"0";"0";"2";"16";"42";"105";"94";"77";"17";"False";"True"
"2,16";"19122,1305";"19,122";"191,221";"42,1102";"3";"10";"3";"0";"1";"0";"3";"17";"42";"106";"94";"78";"17";"False";"True"
"1,25";"19080,0203";"19,08";"190,8";"92,6424";"3";"10";"3";"0";"2";"1";"0";"18";"42";"107";"95";"78";"17";"False";"True"
"9,93";"19357,9475";"19,358";"193,579";"19,358";"3";"10";"3";"1";"0";"0";"1";"19";"43";"107";"95";"79";"17";"False";"True"
"2,43";"19338,5895";"19,339";"193,386";"42,5876";"3";"10";"3";"0";"1";"0";"2";"20";"43";"108";"95";"80";"17";"False";"True"
"6,91";"19466,3523";"19,466";"194,664";"19,466";"3";"10";"3";"1";"0";"0";"3";"21";"44";"108";"95";"81";"17";"False";"True"
"11,53";"19524,7503";"19,525";"195,248";"19,525";"3";"10";"3";"2";"0";"0";"4";"0";"45";"108";"95";"82";"18";"False";"False"
"3,78";"19524,7503";"19,525";"195,248";"19,525";"3";"10";"3";"0";"0";"0";"5";"1";"45";"108";"95";"83";"18";"False";"False"
"1,27";"19524,7503";"19,525";"195,248";"19,525";"3";"10";"3";"0";"0";"1";"0";"2";"45";"108";"96";"83";"18";"False";"True"
"4,12";"19583,3253";"19,583";"195,833";"19,583";"3";"10";"3";"1";"0";"0";"1";"3";"46";"108";"96";"84";"18";"False";"True"
"8,34";"19642,0743";"19,642";"196,421";"19,642";"3";"10";"3";"2";"0";"0";"2";"4";"47";"108";"96";"85";"18";"False";"False"
"8,8";"19642,0743";"19,642";"196,421";"19,642";"3";"10";"3";"0";"0";"0";"3";"5";"47";"108";"96";"86";"18";"False";"False"
